domain,var,source_info,missing_rate,n_nonnull,year_min,year_max
WDI,EN.GHG.CO2.TR.MT.CE.AR5,SeriesName=Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.CO2.WA.MT.CE.AR5,SeriesName=Carbon dioxide (CO2) emissions from Waste (Mt CO2e),0.5365079365079365,5256,2018,2023
WDI,EN.GHG.CO2.ZG.AR5,SeriesName=Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.FGAS.IP.MT.CE.AR5,SeriesName=F-gases emissions from Industrial Processes (Mt CO2e),0.2253968253968254,8784,2018,2023
WDI,EN.GHG.N2O.AG.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.BU.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.FE.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.16825396825396827,9432,2018,2023
WDI,EN.GHG.N2O.IC.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.IP.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.PI.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.TR.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.WA.MT.CE.AR5,SeriesName=Nitrous oxide (N2O) emissions from Waste (Mt CO2e),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.N2O.ZG.AR5,SeriesName=Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),0.1492063492063492,9648,2018,2023
WDI,EN.GHG.TOT.ZG.AR5,SeriesName=Total greenhouse gas emissions excluding LULUCF (% change from 1990),0.1492063492063492,9648,2018,2023
WDI,EN.POP.DNST,SeriesName=Population density (people per sq. km of land area),0.1439153439153439,9708,2018,2023
WDI,EN.URB.LCTY,SeriesName=Population in largest city,0.2571428571428571,8424,2018,2023
WDI,EN.URB.LCTY.UR.ZS,SeriesName=Population in the largest city (% of urban population),0.2571428571428571,8424,2018,2023
WDI,EN.URB.MCTY,SeriesName=Population in urban agglomerations of more than 1 million,0.3904761904761905,6912,2018,2023
WDI,EN.URB.MCTY.TL.ZS,SeriesName=Population in urban agglomerations of more than 1 million (% of total population),0.3904761904761905,6912,2018,2023
WDI,ER.FSH.AQUA.MT,SeriesName=Aquaculture production (metric tons),0.15978835978835979,9528,2018,2023
WDI,ER.FSH.CAPT.MT,SeriesName=Capture fisheries production (metric tons),0.14708994708994708,9672,2018,2023
WDI,ER.FSH.PROD.MT,SeriesName=Total fisheries production (metric tons),0.15978835978835979,9528,2018,2023
WDI,ER.GDP.FWTL.M3.KD,"SeriesName=Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",0.2962962962962963,7980,2018,2022
WDI,ER.H2O.FWAG.ZS,"SeriesName=Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",0.30158730158730157,7920,2018,2022
WDI,ER.H2O.FWDM.ZS,"SeriesName=Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",0.30158730158730157,7920,2018,2022
WDI,ER.H2O.FWIN.ZS,"SeriesName=Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",0.30687830687830686,7860,2018,2022
WDI,ER.H2O.FWST.ZS,SeriesName=Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,0.2962962962962963,7980,2018,2022
WDI,ER.H2O.FWTL.K3,"SeriesName=Annual freshwater withdrawals, total (billion cubic meters)",0.2962962962962963,7980,2018,2022
WDI,ER.H2O.FWTL.ZS,"SeriesName=Annual freshwater withdrawals, total (% of internal resources)",0.30158730158730157,7920,2018,2022
WDI,ER.H2O.INTR.K3,"SeriesName=Renewable internal freshwater resources, total (billion cubic meters)",0.291005291005291,8040,2018,2022
WDI,ER.H2O.INTR.PC,SeriesName=Renewable internal freshwater resources per capita (cubic meters),0.291005291005291,8040,2018,2022
WDI,ER.LND.PTLD.ZS,SeriesName=Terrestrial protected areas (% of total land area),0.14285714285714285,9720,2018,2023
WDI,ER.MRN.PTMR.ZS,SeriesName=Marine protected areas (% of territorial waters),0.3333333333333333,7560,2018,2023
WDI,ER.PTD.TOTL.ZS,SeriesName=Terrestrial and marine protected areas (% of total territorial area),0.14285714285714285,9720,2018,2023
WDI,FB.AST.NPER.ZS,SeriesName=Bank nonperforming loans to total gross loans (%),0.3396825396825397,7488,2018,2023
WDI,FB.ATM.TOTL.P5,"SeriesName=Automated teller machines (ATMs) (per 100,000 adults)",0.19470899470899472,9132,2018,2023
WDI,FB.BNK.CAPA.ZS,SeriesName=Bank capital to assets ratio (%),0.34814814814814815,7392,2018,2023
WDI,FB.CBK.BRCH.P5,"SeriesName=Commercial bank branches (per 100,000 adults)",0.20423280423280424,9024,2018,2023
WDI,FB.CBK.BRWR.P3,"SeriesName=Borrowers from commercial banks (per 1,000 adults)",0.5576719576719577,5016,2018,2023
WDI,FB.CBK.DPTR.P3,"SeriesName=Depositors with commercial banks (per 1,000 adults)",0.5682539682539682,4896,2018,2023
WDI,FD.AST.PRVT.GD.ZS,SeriesName=Domestic credit to private sector by banks (% of GDP),0.21587301587301588,8892,2018,2023
WDI,FD.RES.LIQU.AS.ZS,SeriesName=Bank liquid reserves to bank assets ratio (%),0.3502645502645503,7368,2018,2023
WDI,FI.RES.TOTL.CD,"SeriesName=Total reserves (includes gold, current US$)",0.21481481481481482,8904,2018,2023
WDI,FI.RES.TOTL.DT.ZS,SeriesName=Total reserves (% of total external debt),0.5068783068783069,5592,2018,2023
WDI,FI.RES.TOTL.MO,SeriesName=Total reserves in months of imports,0.23703703703703705,8652,2018,2023
WDI,FI.RES.XGLD.CD,SeriesName=Total reserves minus gold (current US$),0.21481481481481482,8904,2018,2023
WDI,FM.AST.CGOV.ZG.M3,SeriesName=Claims on central government (annual growth as % of broad money),0.3470899470899471,7404,2018,2023
WDI,FM.AST.DOMO.ZG.M3,SeriesName=Claims on other sectors of the domestic economy (annual growth as % of broad money),0.38095238095238093,7020,2018,2023
WDI,FM.AST.DOMS.CN,SeriesName=Net domestic credit (current LCU),0.23915343915343915,8628,2018,2023
WDI,FM.AST.NFRG.CN,SeriesName=Net foreign assets (current LCU),0.22328042328042327,8808,2018,2023
WDI,FM.AST.PRVT.GD.ZS,SeriesName=Monetary Sector credit to private sector (% GDP),0.21798941798941798,8868,2018,2023
WDI,FM.AST.PRVT.ZG.M3,SeriesName=Claims on private sector (annual growth as % of broad money),0.34814814814814815,7392,2018,2023
WDI,FM.LBL.BMNY.CN,SeriesName=Broad money (current LCU),0.3523809523809524,7344,2018,2023
WDI,FM.LBL.BMNY.GD.ZS,SeriesName=Broad money (% of GDP),0.3523809523809524,7344,2018,2023
WDI,FM.LBL.BMNY.IR.ZS,SeriesName=Broad money to total reserves ratio,0.4052910052910053,6744,2018,2023
WDI,FM.LBL.BMNY.ZG,SeriesName=Broad money growth (annual %),0.35343915343915344,7332,2018,2023
WDI,FR.INR.DPST,SeriesName=Deposit interest rate (%),0.47724867724867726,5928,2018,2023
WDI,FR.INR.LEND,SeriesName=Lending interest rate (%),0.4984126984126984,5688,2018,2023
WDI,FR.INR.LNDP,"SeriesName=Interest rate spread (lending rate minus deposit rate, %)",0.5301587301587302,5328,2018,2023
WDI,FR.INR.RINR,SeriesName=Real interest rate (%),0.4984126984126984,5688,2018,2023
WDI,FS.AST.CGOV.GD.ZS,"SeriesName=Claims on central government, etc. (% GDP)",0.21693121693121692,8880,2018,2023
WDI,FS.AST.PRVT.GD.ZS,SeriesName=Domestic credit to private sector (% of GDP),0.2222222222222222,8820,2018,2023
WDI,GC.AST.TOTL.CN,SeriesName=Net acquisition of financial assets (current LCU),0.5555555555555556,5040,2018,2023
WDI,GC.AST.TOTL.GD.ZS,SeriesName=Net acquisition of financial assets (% of GDP),0.5555555555555556,5040,2018,2023
WDI,GC.LBL.TOTL.CN,"SeriesName=Net incurrence of liabilities, total (current LCU)",0.5227513227513227,5412,2018,2023
WDI,GC.LBL.TOTL.GD.ZS,"SeriesName=Net incurrence of liabilities, total (% of GDP)",0.5227513227513227,5412,2018,2023
WDI,GC.NLD.TOTL.CN,SeriesName=Net lending (+) / net borrowing (-) (current LCU),0.3682539682539683,7164,2018,2023
WDI,GC.NLD.TOTL.GD.ZS,SeriesName=Net lending (+) / net borrowing (-) (% of GDP),0.3682539682539683,7164,2018,2023
WDI,GC.REV.GOTR.CN,SeriesName=Grants and other revenue (current LCU),0.4455026455026455,6288,2018,2023
WDI,GC.REV.GOTR.ZS,SeriesName=Grants and other revenue (% of revenue),0.4455026455026455,6288,2018,2023
WDI,GC.REV.SOCL.CN,SeriesName=Social contributions (current LCU),0.5470899470899471,5136,2018,2023
WDI,GC.REV.SOCL.ZS,SeriesName=Social contributions (% of revenue),0.5470899470899471,5136,2018,2023
WDI,GC.REV.XGRT.CN,"SeriesName=Revenue, excluding grants (current LCU)",0.36613756613756615,7188,2018,2023
WDI,GC.REV.XGRT.GD.ZS,"SeriesName=Revenue, excluding grants (% of GDP)",0.36613756613756615,7188,2018,2023
WDI,GC.TAX.GSRV.CN,SeriesName=Taxes on goods and services (current LCU),0.3682539682539683,7164,2018,2023
WDI,GC.TAX.GSRV.RV.ZS,SeriesName=Taxes on goods and services (% of revenue),0.3682539682539683,7164,2018,2023
WDI,GC.TAX.GSRV.VA.ZS,SeriesName=Taxes on goods and services (% value added of industry and services),0.3693121693121693,7152,2018,2023
WDI,GC.TAX.IMPT.CN,SeriesName=Customs and other import duties (current LCU),0.5068783068783069,5592,2018,2023
WDI,GC.TAX.IMPT.ZS,SeriesName=Customs and other import duties (% of tax revenue),0.5068783068783069,5592,2018,2023
WDI,GC.TAX.INTT.CN,SeriesName=Taxes on international trade (current LCU),0.4931216931216931,5748,2018,2023
WDI,GC.TAX.INTT.RV.ZS,SeriesName=Taxes on international trade (% of revenue),0.4931216931216931,5748,2018,2023
WDI,GC.TAX.OTHR.CN,SeriesName=Other taxes (current LCU),0.41904761904761906,6588,2018,2023
WDI,GC.TAX.OTHR.RV.ZS,SeriesName=Other taxes (% of revenue),0.41904761904761906,6588,2018,2023
WDI,GC.TAX.TOTL.CN,SeriesName=Tax revenue (current LCU),0.36613756613756615,7188,2018,2023
WDI,GC.TAX.TOTL.GD.ZS,SeriesName=Tax revenue (% of GDP),0.36613756613756615,7188,2018,2023
WDI,GC.TAX.YPKG.CN,"SeriesName=Taxes on income, profits and capital gains (current LCU)",0.37354497354497357,7104,2018,2023
WDI,GC.TAX.YPKG.RV.ZS,"SeriesName=Taxes on income, profits and capital gains (% of revenue)",0.37354497354497357,7104,2018,2023
WDI,GC.TAX.YPKG.ZS,"SeriesName=Taxes on income, profits and capital gains (% of total taxes)",0.37354497354497357,7104,2018,2023
WDI,GC.XPN.COMP.CN,SeriesName=Compensation of employees (current LCU),0.3619047619047619,7236,2018,2023
WDI,GC.XPN.COMP.ZS,SeriesName=Compensation of employees (% of expense),0.3619047619047619,7236,2018,2023
WDI,GC.XPN.GSRV.CN,SeriesName=Goods and services expense (current LCU),0.36613756613756615,7188,2018,2023
WDI,GC.XPN.GSRV.ZS,SeriesName=Goods and services expense (% of expense),0.36613756613756615,7188,2018,2023
WDI,GC.XPN.INTP.CN,SeriesName=Interest payments (current LCU),0.362962962962963,7224,2018,2023
WDI,GC.XPN.INTP.RV.ZS,SeriesName=Interest payments (% of revenue),0.3693121693121693,7152,2018,2023
WDI,GC.XPN.INTP.ZS,SeriesName=Interest payments (% of expense),0.362962962962963,7224,2018,2023
WDI,GC.XPN.OTHR.CN,SeriesName=Other expense (current LCU),0.37354497354497357,7104,2018,2023
WDI,GC.XPN.OTHR.ZS,SeriesName=Other expense (% of expense),0.37354497354497357,7104,2018,2023
WDI,GC.XPN.TOTL.CN,SeriesName=Expense (current LCU),0.35978835978835977,7260,2018,2023
WDI,GC.XPN.TOTL.GD.ZS,SeriesName=Expense (% of GDP),0.35978835978835977,7260,2018,2023
WDI,GC.XPN.TRFT.CN,SeriesName=Subsidies and other transfers (current LCU),0.3724867724867725,7116,2018,2023
WDI,GC.XPN.TRFT.ZS,SeriesName=Subsidies and other transfers (% of expense),0.3724867724867725,7116,2018,2023
WDI,GE.EST,SeriesName=Government Effectiveness: Estimate,0.1492063492063492,9648,2018,2023
WDI,GE.NO.SRC,SeriesName=Government Effectiveness: Number of Sources,0.1492063492063492,9648,2018,2023
WDI,GE.PER.RNK,SeriesName=Government Effectiveness: Percentile Rank,0.1492063492063492,9648,2018,2023
WDI,GE.PER.RNK.LOWER,"SeriesName=Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",0.1492063492063492,9648,2018,2023
WDI,GE.PER.RNK.UPPER,"SeriesName=Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",0.1492063492063492,9648,2018,2023
WDI,GE.STD.ERR,SeriesName=Government Effectiveness: Standard Error,0.1492063492063492,9648,2018,2023
WDI,GF.XPD.BUDG.ZS,SeriesName=Primary government expenditures as a proportion of original approved budget (%),0.37354497354497357,7104,2018,2023
WDI,IC.BUS.NDNS.ZS,"SeriesName=New business density (new registrations per 1,000 people ages 15-64)",0.33756613756613757,7512,2018,2023
WDI,IC.BUS.NREG,SeriesName=New businesses registered (number),0.33756613756613757,7512,2018,2023
WDI,IP.JRN.ARTC.SC,SeriesName=Scientific and technical journal articles,0.1492063492063492,9648,2018,2023
WDI,IP.PAT.NRES,"SeriesName=Patent applications, nonresidents",0.47513227513227513,5952,2018,2022
WDI,IP.PAT.RESD,"SeriesName=Patent applications, residents",0.5068783068783069,5592,2018,2022
WDI,IP.TMK.NRCT,"SeriesName=Trademark applications, nonresident, by count",0.47724867724867726,5928,2018,2022
WDI,IP.TMK.RSCT,"SeriesName=Trademark applications, resident, by count",0.48253968253968255,5868,2018,2022
WDI,IQ.SPI.OVRL,SeriesName=Statistical performance indicators (SPI): Overall score (scale 0-100),0.1724867724867725,9384,2018,2023
WDI,IQ.SPI.PIL1,SeriesName=Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0.14285714285714285,9720,2018,2023
WDI,IQ.SPI.PIL2,SeriesName=Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),0.1724867724867725,9384,2018,2023
WDI,IQ.SPI.PIL3,SeriesName=Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),0.14285714285714285,9720,2018,2023
WDI,IQ.SPI.PIL4,SeriesName=Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),0.1724867724867725,9384,2018,2023
WDI,IQ.SPI.PIL5,SeriesName=Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),0.15555555555555556,9576,2018,2023
WDI,IS.AIR.DPRT,"SeriesName=Air transport, registered carrier departures worldwide",0.4042328042328042,6756,2018,2022
WDI,IS.AIR.GOOD.MT.K1,"SeriesName=Air transport, freight (million ton-km)",0.43915343915343913,6360,2018,2022
WDI,IS.AIR.PSGR,"SeriesName=Air transport, passengers carried",0.4042328042328042,6756,2018,2022
WDI,IS.SHP.GCNW.XQ,SeriesName=Liner shipping connectivity index (maximum value in 2004 = 100),0.455026455026455,6180,2018,2022
WDI,IS.SHP.GOOD.TU,SeriesName=Container port traffic (TEU: 20 foot equivalent units),0.4126984126984127,6660,2018,2023
WDI,IT.CEL.SETS,SeriesName=Mobile cellular subscriptions,0.14814814814814814,9660,2018,2023
WDI,IT.CEL.SETS.P2,SeriesName=Mobile cellular subscriptions (per 100 people),0.14814814814814814,9660,2018,2023
WDI,IT.MLT.MAIN,SeriesName=Fixed telephone subscriptions,0.16296296296296298,9492,2018,2023
WDI,IT.MLT.MAIN.P2,SeriesName=Fixed telephone subscriptions (per 100 people),0.15873015873015872,9540,2018,2023
WDI,IT.NET.BBND,SeriesName=Fixed broadband subscriptions,0.164021164021164,9480,2018,2023
WDI,IT.NET.BBND.P2,SeriesName=Fixed broadband subscriptions (per 100 people),0.164021164021164,9480,2018,2023
WDI,IT.NET.SECR,SeriesName=Secure Internet servers,0.1439153439153439,9708,2018,2023
WDI,IT.NET.SECR.P6,SeriesName=Secure Internet servers (per 1 million people),0.1439153439153439,9708,2018,2023
WDI,IT.NET.USER.ZS,SeriesName=Individuals using the Internet (% of population),0.16825396825396827,9432,2018,2023
WDI,MS.MIL.MPRT.KD,SeriesName=Arms imports (SIPRI trend indicator values),0.3904761904761905,6912,2018,2023
WDI,MS.MIL.TOTL.P1,"SeriesName=Armed forces personnel, total",0.45396825396825397,6192,2018,2021
WDI,MS.MIL.TOTL.TF.ZS,SeriesName=Armed forces personnel (% of total labor force),0.4582010582010582,6144,2018,2021
WDI,MS.MIL.XPND.CD,SeriesName=Military expenditure (current USD),0.21587301587301588,8892,2018,2023
WDI,MS.MIL.XPND.CN,SeriesName=Military expenditure (current LCU),0.21587301587301588,8892,2018,2023
WDI,MS.MIL.XPND.GD.ZS,SeriesName=Military expenditure (% of GDP),0.22857142857142856,8748,2018,2023
WDI,MS.MIL.XPND.ZS,SeriesName=Military expenditure (% of general government expenditure),0.23492063492063492,8676,2018,2023
WDI,NE.CON.GOVT.CD,SeriesName=General government final consumption expenditure (current US$),0.21481481481481482,8904,2018,2023
WDI,NE.CON.GOVT.CN,SeriesName=General government final consumption expenditure (current LCU),0.21481481481481482,8904,2018,2023
WDI,NE.CON.GOVT.KD,SeriesName=General government final consumption expenditure (constant 2015 US$),0.2455026455026455,8556,2018,2023
WDI,NE.CON.GOVT.KD.ZG,SeriesName=General government final consumption expenditure (annual % growth),0.24126984126984127,8604,2018,2023
WDI,NE.CON.GOVT.KN,SeriesName=General government final consumption expenditure (constant LCU),0.24126984126984127,8604,2018,2023
WDI,NE.CON.GOVT.ZS,SeriesName=General government final consumption expenditure (% of GDP),0.21481481481481482,8904,2018,2023
WDI,NE.CON.PRVT.CD,SeriesName=Households and NPISHs Final consumption expenditure (current US$),0.21481481481481482,8904,2018,2023
WDI,NE.CON.PRVT.CN,SeriesName=Households and NPISHs Final consumption expenditure (current LCU),0.21481481481481482,8904,2018,2023
WDI,NE.CON.PRVT.CN.AD,SeriesName=Households and NPISHs final consumption expenditure: linked series (current LCU),0.21481481481481482,8904,2018,2023
WDI,NE.CON.PRVT.KD,SeriesName=Households and NPISHs Final consumption expenditure (constant 2015 US$),0.2455026455026455,8556,2018,2023
WDI,NE.CON.PRVT.KD.ZG,SeriesName=Households and NPISHs Final consumption expenditure (annual % growth),0.24126984126984127,8604,2018,2023
WDI,NE.CON.PRVT.KN,SeriesName=Households and NPISHs Final consumption expenditure (constant LCU),0.24126984126984127,8604,2018,2023
WDI,NE.CON.PRVT.PC.KD,SeriesName=Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),0.2455026455026455,8556,2018,2023
WDI,NE.CON.PRVT.PC.KD.ZG,SeriesName=Households and NPISHs Final consumption expenditure per capita growth (annual %),0.2455026455026455,8556,2018,2023
WDI,NE.CON.PRVT.PP.CD,"SeriesName=Households and NPISHs Final consumption expenditure, PPP (current international $)",0.2222222222222222,8820,2018,2023
WDI,NE.CON.PRVT.PP.KD,"SeriesName=Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",0.2455026455026455,8556,2018,2023
WDI,NE.CON.PRVT.ZS,SeriesName=Households and NPISHs final consumption expenditure (% of GDP),0.21481481481481482,8904,2018,2023
WDI,NE.CON.TOTL.CD,SeriesName=Final consumption expenditure (current US$),0.2074074074074074,8988,2018,2023
WDI,NE.CON.TOTL.CN,SeriesName=Final consumption expenditure (current LCU),0.2074074074074074,8988,2018,2023
WDI,NE.CON.TOTL.KD,SeriesName=Final consumption expenditure (constant 2015 US$),0.23915343915343915,8628,2018,2023
WDI,NE.CON.TOTL.KD.ZG,SeriesName=Final consumption expenditure (annual % growth),0.23492063492063492,8676,2018,2023
WDI,NE.CON.TOTL.KN,SeriesName=Final consumption expenditure (constant LCU),0.23492063492063492,8676,2018,2023
WDI,NE.CON.TOTL.ZS,SeriesName=Final consumption expenditure (% of GDP),0.2074074074074074,8988,2018,2023
WDI,NE.DAB.DEFL.ZS,SeriesName=Gross national expenditure deflator (base year varies by country),0.2624338624338624,8364,2018,2023
WDI,NE.DAB.TOTL.CD,SeriesName=Gross national expenditure (current US$),0.20952380952380953,8964,2018,2023
WDI,NE.DAB.TOTL.CN,SeriesName=Gross national expenditure (current LCU),0.20952380952380953,8964,2018,2023
WDI,NE.DAB.TOTL.KD,SeriesName=Gross national expenditure (constant 2015 US$),0.26666666666666666,8316,2018,2023
WDI,NE.DAB.TOTL.KN,SeriesName=Gross national expenditure (constant LCU),0.26031746031746034,8388,2018,2023
WDI,NE.DAB.TOTL.ZS,SeriesName=Gross national expenditure (% of GDP),0.20952380952380953,8964,2018,2023
WDI,NE.EXP.GNFS.CD,SeriesName=Exports of goods and services (current US$),0.2,9072,2018,2023
WDI,NE.EXP.GNFS.CN,SeriesName=Exports of goods and services (current LCU),0.2,9072,2018,2023
WDI,NE.EXP.GNFS.KD,SeriesName=Exports of goods and services (constant 2015 US$),0.2455026455026455,8556,2018,2023
WDI,NE.EXP.GNFS.KD.ZG,SeriesName=Exports of goods and services (annual % growth),0.24126984126984127,8604,2018,2023
WDI,NE.EXP.GNFS.KN,SeriesName=Exports of goods and services (constant LCU),0.24126984126984127,8604,2018,2023
WDI,NE.EXP.GNFS.ZS,SeriesName=Exports of goods and services (% of GDP),0.2,9072,2018,2023
WDI,NE.GDI.FTOT.CD,SeriesName=Gross fixed capital formation (current US$),0.22116402116402117,8832,2018,2023
WDI,NE.GDI.FTOT.CN,SeriesName=Gross fixed capital formation (current LCU),0.22116402116402117,8832,2018,2023
WDI,NE.GDI.FTOT.KD,SeriesName=Gross fixed capital formation (constant 2015 US$),0.26455026455026454,8340,2018,2023
WDI,NE.GDI.FTOT.KD.ZG,SeriesName=Gross fixed capital formation (annual % growth),0.26455026455026454,8340,2018,2023
WDI,NE.GDI.FTOT.KN,SeriesName=Gross fixed capital formation (constant LCU),0.26455026455026454,8340,2018,2023
WDI,NE.GDI.FTOT.ZS,SeriesName=Gross fixed capital formation (% of GDP),0.22116402116402117,8832,2018,2023
WDI,NE.GDI.STKB.CD,SeriesName=Changes in inventories (current US$),0.25396825396825395,8460,2018,2023
WDI,NE.GDI.STKB.CN,SeriesName=Changes in inventories (current LCU),0.25396825396825395,8460,2018,2023
WDI,NE.GDI.STKB.KN,SeriesName=Changes in inventories (constant LCU),0.5502645502645502,5100,2018,2023
WDI,NE.GDI.TOTL.CD,SeriesName=Gross capital formation (current US$),0.20423280423280424,9024,2018,2023
WDI,NE.GDI.TOTL.CN,SeriesName=Gross capital formation (current LCU),0.20423280423280424,9024,2018,2023
WDI,NE.GDI.TOTL.KD,SeriesName=Gross capital formation (constant 2015 US$),0.26666666666666666,8316,2018,2023
WDI,NE.GDI.TOTL.KD.ZG,SeriesName=Gross capital formation (annual % growth),0.26031746031746034,8388,2018,2023
WDI,NE.GDI.TOTL.KN,SeriesName=Gross capital formation (constant LCU),0.26031746031746034,8388,2018,2023
WDI,NE.GDI.TOTL.ZS,SeriesName=Gross capital formation (% of GDP),0.20423280423280424,9024,2018,2023
WDI,NE.IMP.GNFS.CD,SeriesName=Imports of goods and services (current US$),0.2,9072,2018,2023
WDI,NE.IMP.GNFS.CN,SeriesName=Imports of goods and services (current LCU),0.2,9072,2018,2023
WDI,NE.IMP.GNFS.KD,SeriesName=Imports of goods and services (constant 2015 US$),0.2455026455026455,8556,2018,2023
WDI,NE.IMP.GNFS.KD.ZG,SeriesName=Imports of goods and services (annual % growth),0.24126984126984127,8604,2018,2023
WDI,NE.IMP.GNFS.KN,SeriesName=Imports of goods and services (constant LCU),0.24126984126984127,8604,2018,2023
WDI,NE.IMP.GNFS.ZS,SeriesName=Imports of goods and services (% of GDP),0.2,9072,2018,2023
WDI,NE.RSB.GNFS.CD,SeriesName=External balance on goods and services (current US$),0.2,9072,2018,2023
WDI,NE.RSB.GNFS.CN,SeriesName=External balance on goods and services (current LCU),0.2,9072,2018,2023
WDI,NE.RSB.GNFS.KN,SeriesName=External balance on goods and services (constant LCU),0.382010582010582,7008,2018,2023
WDI,NE.RSB.GNFS.ZS,SeriesName=External balance on goods and services (% of GDP),0.2,9072,2018,2023
WDI,NE.TRD.GNFS.ZS,SeriesName=Trade (% of GDP),0.2,9072,2018,2023
WDI,NV.AGR.EMPL.KD,"SeriesName=Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",0.17354497354497356,9372,2018,2023
WDI,NV.AGR.TOTL.CD,"SeriesName=Agriculture, forestry, and fishing, value added (current US$)",0.1523809523809524,9612,2018,2023
WDI,NV.AGR.TOTL.CN,"SeriesName=Agriculture, forestry, and fishing, value added (current LCU)",0.1523809523809524,9612,2018,2023
WDI,NV.AGR.TOTL.KD,"SeriesName=Agriculture, forestry, and fishing, value added (constant 2015 US$)",0.15978835978835979,9528,2018,2023
WDI,NV.AGR.TOTL.KD.ZG,"SeriesName=Agriculture, forestry, and fishing, value added (annual % growth)",0.15978835978835979,9528,2018,2023
WDI,NV.AGR.TOTL.KN,"SeriesName=Agriculture, forestry, and fishing, value added (constant LCU)",0.15978835978835979,9528,2018,2023
WDI,NV.AGR.TOTL.ZS,"SeriesName=Agriculture, forestry, and fishing, value added (% of GDP)",0.1523809523809524,9612,2018,2023
WDI,NV.IND.EMPL.KD,"SeriesName=Industry (including construction), value added per worker (constant 2015 US$)",0.17354497354497356,9372,2018,2023
WDI,NV.IND.MANF.CD,"SeriesName=Manufacturing, value added (current US$)",0.17777777777777778,9324,2018,2023
WDI,NV.IND.MANF.CN,"SeriesName=Manufacturing, value added (current LCU)",0.17777777777777778,9324,2018,2023
WDI,NV.IND.MANF.KD,"SeriesName=Manufacturing, value added (constant 2015 US$)",0.19894179894179895,9084,2018,2023
WDI,NV.IND.MANF.KD.ZG,"SeriesName=Manufacturing, value added (annual % growth)",0.19365079365079366,9144,2018,2023
WDI,NV.IND.MANF.KN,"SeriesName=Manufacturing, value added (constant LCU)",0.1925925925925926,9156,2018,2023
WDI,NV.IND.MANF.ZS,"SeriesName=Manufacturing, value added (% of GDP)",0.17777777777777778,9324,2018,2023
WDI,NV.IND.TOTL.CD,"SeriesName=Industry (including construction), value added (current US$)",0.1523809523809524,9612,2018,2023
WDI,NV.IND.TOTL.CN,"SeriesName=Industry (including construction), value added (current LCU)",0.1523809523809524,9612,2018,2023
WDI,NV.IND.TOTL.KD,"SeriesName=Industry (including construction), value added (constant 2015 US$)",0.15978835978835979,9528,2018,2023
WDI,NV.IND.TOTL.KD.ZG,"SeriesName=Industry (including construction), value added (annual % growth)",0.15978835978835979,9528,2018,2023
WDI,NV.IND.TOTL.KN,"SeriesName=Industry (including construction), value added (constant LCU)",0.15978835978835979,9528,2018,2023
WDI,NV.IND.TOTL.ZS,"SeriesName=Industry (including construction), value added (% of GDP)",0.1523809523809524,9612,2018,2023
