Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","070","Bosnia and Herzegovina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","53613","E","Estimated value"
"QV","Value of Agricultural Production","070","Bosnia and Herzegovina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","65162","E","Estimated value"
"QV","Value of Agricultural Production","070","Bosnia and Herzegovina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","63659","E","Estimated value"
"QV","Value of Agricultural Production","070","Bosnia and Herzegovina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","56984","E","Estimated value"
"QV","Value of Agricultural Production","070","Bosnia and Herzegovina","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","46170","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","2556","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","5133","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","1517","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","12909","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","14053","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","6207","E","Estimated value"
"QV","Value of Agricultural Production","072","Botswana","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","6823","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","16571201","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","13940386","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","17115461","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","17600277","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","14939896","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","18573117","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","22332340","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","3512452","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","3327497","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","2921783","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","3125341","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","3285847","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","3036649","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","2898401","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","41661524","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","42816372","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","41510730","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","44235626","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","48948282","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","44042866","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","55246620","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","868728","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","1094055","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","1118376","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","1269057","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","1575982","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","2069030","E","Estimated value"
"QV","Value of Agricultural Production","076","Brazil","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","1546332","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","2261","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","2359","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","2261","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","3833","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","4030","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","3538","E","Estimated value"
"QV","Value of Agricultural Production","096","Brunei Darussalam","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","3637","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","428182","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","588577","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","678353","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","503627","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","572672","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","426812","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","409169","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","23417","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","24296","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","28377","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","26333","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","23256","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","25736","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","25672","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","11745","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","2778","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","4446","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","3641","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","1650","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","5978","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","3565","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","1106677","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","1074529","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","1140415","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","874840","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","1325086","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","1163539","E","Estimated value"
"QV","Value of Agricultural Production","100","Bulgaria","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","1236982","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","369505","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","409673","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","412269","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","462680","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","446633","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","436216","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","480814","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","156115","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","168019","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","180552","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","216465","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","216270","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","210500","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","241799","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","4851","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","8212","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","13560","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","25833","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","27974","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","40001","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","33887","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","88274","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","112296","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","104686","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","156809","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","235978","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","408050","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","226381","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","25901","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","26194","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","70757","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","72779","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","144225","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","132917","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","120965","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","1048","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","1155","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","1121","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","1108","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","1128","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","1119","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","1118","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","5932","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","16745","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","3602","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","3001","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","6841","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","5992","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","5858","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","3","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","543","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","483","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","326","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","339","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","167","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","350","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","394001","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","394001","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","286342","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","287942","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","223635","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","372085","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","473505","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","2671786","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","2766790","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","2765190","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","2777967","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","3100827","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","2952733","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","3276863","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2017","2017","1000 USD","72360","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2018","2018","1000 USD","90622","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","41560","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","54294","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","46397","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2022","2022","1000 USD","47384","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2023","2023","1000 USD","48371","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","844885","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","934238","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","863576","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","813232","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","817923","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","856871","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","856871","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","108009","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","123157","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","110172","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","109269","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","118618","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","129077","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","134845","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","2182291","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","2149671","E","Estimated value"
